timestamp,user_id,department,login_hour,session_duration_min,bytes_transferred_mb,failed_logins,endpoints_accessed,sensitive_endpoints_hit,unique_ips,commands_executed,is_anomaly,anomaly_type
2026-01-01 17:55:00,user_033,Finance,17,200,31.17,0,5,2,1,61,0,normal
2026-01-02 08:05:00,user_015,Finance,8,412,7.58,0,5,1,1,71,0,normal
2026-01-02 09:02:00,user_009,IT,9,205,31.99,0,2,1,1,34,0,normal
2026-01-02 09:16:00,user_028,IT,9,104,37.3,0,5,1,1,79,0,normal
2026-01-02 09:31:00,user_046,Engineering,9,247,32.1,2,2,1,1,36,0,normal
2026-01-02 09:41:00,user_045,Operations,9,459,17.2,1,5,1,1,32,0,normal
2026-01-02 10:13:00,user_019,IT,10,76,14.3,0,5,2,1,46,0,normal
2026-01-02 10:28:00,user_044,IT,10,340,47.56,0,2,0,1,17,0,normal
2026-01-02 10:34:00,user_010,Engineering,10,238,25.89,0,1,1,1,24,0,normal
2026-01-02 10:49:00,user_012,IT,10,299,30.68,1,4,1,1,44,0,normal
2026-01-02 10:53:00,user_010,Engineering,10,30,5.49,0,2,0,1,10,0,normal
2026-01-02 11:51:00,user_019,IT,11,223,45.62,2,2,1,1,7,0,normal
2026-01-02 12:01:00,user_004,Finance,12,188,46.69,0,4,1,1,46,0,normal
2026-01-02 12:13:00,user_025,Operations,12,310,5.18,1,3,0,1,28,0,normal
2026-01-02 12:38:00,user_032,HR,12,82,23.82,0,2,1,1,17,0,normal
2026-01-02 12:57:00,user_040,HR,12,299,39.52,0,3,1,1,46,0,normal
2026-01-02 13:15:00,user_011,Operations,13,343,21.86,0,2,0,1,22,0,normal
2026-01-02 13:20:00,user_025,Operations,13,471,5.03,0,4,1,1,44,0,normal
2026-01-02 13:48:00,user_009,IT,13,377,34.54,0,3,0,1,39,0,normal
2026-01-02 14:18:00,user_027,HR,14,45,334.94,4,1,7,1,386,1,privilege_escalation
2026-01-02 14:21:00,user_037,IT,14,312,28.32,1,2,0,1,73,0,normal
2026-01-02 14:57:00,user_032,HR,14,404,21.66,0,5,1,1,61,0,normal
2026-01-02 15:01:00,user_010,Engineering,15,340,41.99,1,2,1,1,47,0,normal
2026-01-02 15:12:00,user_036,IT,15,21,131.01,5,2,7,1,567,1,privilege_escalation
2026-01-02 15:41:00,user_034,Finance,15,224,18.18,0,2,1,1,79,0,normal
2026-01-02 16:02:00,user_024,Finance,16,599,7.52,0,10,0,20,218,1,lateral_movement
2026-01-02 16:12:00,user_021,Finance,16,392,11.36,0,3,0,1,14,0,normal
2026-01-02 16:33:00,user_011,Operations,16,349,40.68,0,1,0,1,14,0,normal
2026-01-02 16:38:00,user_003,HR,16,122,37.44,1,4,1,1,49,0,normal
2026-01-02 16:50:00,user_002,IT,16,185,45.85,0,1,0,1,32,0,normal
2026-01-02 17:11:00,user_019,IT,17,263,2.37,0,1,1,1,75,0,normal
2026-01-02 17:16:00,user_031,HR,17,89,41.27,0,3,1,1,42,0,normal
2026-01-02 17:56:00,user_039,IT,17,132,3.95,0,2,1,1,32,0,normal
2026-01-02 18:42:00,user_007,IT,18,326,14.21,0,3,0,1,66,0,normal
2026-01-02 19:04:00,user_030,Operations,19,308,45.38,0,4,2,1,30,0,normal
2026-01-02 19:16:00,user_024,Finance,19,232,7.45,1,4,2,1,28,0,normal
2026-01-02 19:31:00,user_047,IT,19,93,30.23,0,5,1,1,17,0,normal
2026-01-03 07:32:00,user_027,HR,7,220,17.5,0,1,1,1,31,0,normal
2026-01-03 08:12:00,user_046,Engineering,8,362,44.49,0,3,1,1,72,0,normal
2026-01-03 09:09:00,user_011,Operations,9,281,18.63,0,5,2,1,47,0,normal
2026-01-03 09:18:00,user_044,IT,9,108,12.76,0,5,1,1,78,0,normal
2026-01-03 10:35:00,user_029,Finance,10,96,49.06,0,3,1,1,36,0,normal
2026-01-03 11:07:00,user_029,Finance,11,431,26.61,0,9,0,25,332,1,lateral_movement
2026-01-03 11:20:00,user_034,Finance,11,289,20.98,0,4,1,1,54,0,normal
2026-01-03 11:22:00,user_024,Finance,11,73,7.21,0,1,0,1,79,0,normal
2026-01-03 11:26:00,user_038,Operations,11,54,2.93,0,5,1,1,41,0,normal
2026-01-03 13:29:00,user_002,IT,13,64,24.8,0,4,1,1,77,0,normal
2026-01-03 14:46:00,user_013,IT,14,306,8.39,0,3,0,1,56,0,normal
2026-01-03 15:14:00,user_048,Operations,15,110,14.77,0,3,0,1,56,0,normal
2026-01-03 16:02:00,user_021,Finance,16,500,4691.07,0,9,6,1,18,1,data_exfiltration
2026-01-03 17:08:00,user_006,Finance,17,380,19.24,0,3,1,1,37,0,normal
2026-01-03 17:39:00,user_011,Operations,17,241,8.28,0,4,1,1,61,0,normal
2026-01-03 17:57:00,user_040,HR,17,123,1296.87,0,9,4,1,55,1,data_exfiltration
2026-01-03 19:22:00,user_029,Finance,19,95,31.18,0,3,1,1,76,0,normal
2026-01-04 08:39:00,user_043,HR,8,172,3.76,0,4,1,1,36,0,normal
2026-01-04 09:23:00,user_032,HR,9,250,47.71,1,4,1,1,10,0,normal
2026-01-04 11:26:00,user_027,HR,11,118,37.91,0,2,0,1,61,0,normal
2026-01-04 11:49:00,user_020,Engineering,11,326,39.39,0,3,1,1,6,0,normal
2026-01-04 12:16:00,user_050,Engineering,12,369,30.6,1,4,0,1,37,0,normal
2026-01-04 12:28:00,user_029,Finance,12,174,36.62,1,2,0,1,72,0,normal
2026-01-04 12:28:00,user_029,Finance,12,420,13.23,0,2,0,1,59,0,normal
2026-01-04 12:49:00,user_007,IT,12,63,22.79,0,3,0,1,42,0,normal
2026-01-04 13:11:00,user_003,HR,13,463,35.52,0,4,1,1,28,0,normal
2026-01-04 13:44:00,user_020,Engineering,13,31,43.93,0,5,1,1,69,0,normal
2026-01-04 14:06:00,user_045,Operations,14,90,36.24,0,3,1,1,52,0,normal
2026-01-04 14:11:00,user_005,Finance,14,190,31.14,0,5,2,1,80,0,normal
2026-01-04 14:30:00,user_007,IT,14,144,47.06,0,4,2,1,13,0,normal
2026-01-04 14:47:00,user_003,HR,14,512,927.45,0,7,4,1,23,1,data_exfiltration
2026-01-04 14:50:00,user_028,IT,14,344,11.29,0,5,2,1,40,0,normal
2026-01-04 14:50:00,user_009,IT,14,23,8.79,0,2,1,1,58,0,normal
2026-01-04 14:55:00,user_001,IT,14,462,16.61,0,5,2,1,20,0,normal
2026-01-04 15:00:00,user_043,HR,3,3,1.32,26,1,0,1,66,1,brute_force
2026-01-04 15:15:00,user_007,IT,15,277,33.09,1,5,2,1,54,0,normal
2026-01-04 15:26:00,user_034,Finance,15,113,41.27,0,1,0,1,39,0,normal
2026-01-04 16:17:00,user_033,Finance,16,155,32.12,0,1,0,1,37,0,normal
2026-01-04 16:26:00,user_028,IT,16,361,23.45,1,2,1,1,7,0,normal
2026-01-04 16:38:00,user_002,IT,16,316,39.65,0,2,0,1,44,0,normal
2026-01-04 17:20:00,user_048,Operations,17,217,1.1,0,2,1,1,20,0,normal
2026-01-04 17:34:00,user_015,Finance,17,131,546.14,6,2,5,1,520,1,privilege_escalation
2026-01-04 17:54:00,user_001,IT,17,278,27.14,0,1,1,1,6,0,normal
2026-01-04 18:08:00,user_020,Engineering,18,164,34.9,0,3,0,1,67,0,normal
2026-01-04 18:20:00,user_001,IT,18,117,13.64,0,2,1,1,59,0,normal
2026-01-04 18:34:00,user_007,IT,3,198,24.6,0,1,3,5,338,1,credential_abuse
2026-01-05 08:12:00,user_050,Engineering,8,468,10.24,0,1,0,1,16,0,normal
2026-01-05 08:23:00,user_048,Operations,2,159,1.89,0,3,5,10,183,1,credential_abuse
2026-01-05 09:10:00,user_015,Finance,9,308,15.01,0,1,0,1,48,0,normal
2026-01-05 09:23:00,user_044,IT,9,277,5.83,0,1,0,1,73,0,normal
2026-01-05 09:37:00,user_039,IT,9,54,13.17,0,2,0,1,44,0,normal
2026-01-05 10:12:00,user_026,Engineering,10,273,18.32,0,3,1,1,30,0,normal
2026-01-05 10:30:00,user_042,Engineering,10,425,20.81,0,1,0,1,45,0,normal
2026-01-05 10:44:00,user_017,Engineering,10,365,22.58,0,1,1,1,25,0,normal
2026-01-05 11:17:00,user_049,IT,11,461,37.3,0,5,1,1,64,0,normal
2026-01-05 11:29:00,user_007,IT,11,352,42.33,0,3,0,1,61,0,normal
2026-01-05 11:51:00,user_049,IT,11,114,22.34,0,1,0,1,48,0,normal
2026-01-05 12:05:00,user_041,HR,12,256,43.38,0,2,0,1,57,0,normal
2026-01-05 12:22:00,user_031,HR,12,125,15.89,2,5,1,1,29,0,normal
2026-01-05 12:39:00,user_009,IT,12,44,31.82,0,1,0,1,58,0,normal
2026-01-05 12:50:00,user_012,IT,12,444,44.39,0,2,1,1,73,0,normal
2026-01-05 13:33:00,user_007,IT,13,258,45.09,0,5,1,1,73,0,normal
2026-01-05 14:06:00,user_005,Finance,14,17,1.63,0,4,1,1,42,0,normal
2026-01-05 14:19:00,user_013,IT,14,56,40.75,1,2,0,1,78,0,normal
2026-01-05 14:55:00,user_007,IT,14,477,15.84,1,4,1,1,73,0,normal
2026-01-05 15:20:00,user_047,IT,15,418,31.7,0,3,2,1,66,0,normal
2026-01-05 15:20:00,user_031,HR,15,347,39.71,0,3,1,1,44,0,normal
2026-01-05 15:48:00,user_005,Finance,15,421,33.02,0,4,1,1,65,0,normal
2026-01-05 15:50:00,user_017,Engineering,15,138,36.67,0,1,1,1,79,0,normal
2026-01-05 16:24:00,user_022,Engineering,16,25,30.86,1,5,1,1,44,0,normal
2026-01-05 16:51:00,user_047,IT,16,98,7.38,0,1,0,1,73,0,normal
2026-01-05 16:57:00,user_036,IT,16,155,28.73,0,2,0,1,20,0,normal
2026-01-05 17:08:00,user_039,IT,17,124,42.8,0,3,2,1,40,0,normal
2026-01-05 17:20:00,user_013,IT,17,271,38.77,1,4,1,1,12,0,normal
2026-01-05 18:21:00,user_049,IT,18,263,17.22,0,4,1,1,38,0,normal
2026-01-06 09:44:00,user_042,Engineering,9,242,19.07,0,1,0,1,65,0,normal
2026-01-06 09:53:00,user_029,Finance,9,103,15.06,0,4,1,1,26,0,normal
2026-01-06 10:59:00,user_016,Finance,10,267,47.06,0,5,1,1,9,0,normal
2026-01-06 11:17:00,user_011,Operations,11,29,47.91,0,3,1,1,71,0,normal
2026-01-06 11:37:00,user_004,Finance,11,448,26.36,0,2,0,1,14,0,normal
2026-01-06 12:36:00,user_038,Operations,12,402,8.84,0,1,0,1,61,0,normal
2026-01-06 13:15:00,user_003,HR,13,255,10.04,0,3,2,1,54,0,normal
2026-01-06 13:17:00,user_003,HR,13,473,45.42,0,10,1,17,411,1,lateral_movement
2026-01-06 13:21:00,user_009,IT,13,407,47.14,0,2,1,1,77,0,normal
2026-01-06 13:29:00,user_001,IT,13,250,17.37,0,5,1,1,19,0,normal
2026-01-06 13:57:00,user_032,HR,13,402,47.74,0,10,1,15,425,1,lateral_movement
2026-01-06 14:35:00,user_045,Operations,14,443,29.28,0,5,1,1,20,0,normal
2026-01-06 14:39:00,user_036,IT,23,301,40.06,0,3,3,10,359,1,credential_abuse
2026-01-06 15:06:00,user_003,HR,15,169,1.31,0,5,1,1,36,0,normal
2026-01-06 15:25:00,user_035,HR,15,448,5.01,0,3,1,1,10,0,normal
2026-01-06 15:51:00,user_049,IT,15,219,23.73,0,5,1,1,52,0,normal
2026-01-06 15:53:00,user_008,Engineering,15,157,29.45,0,1,1,1,15,0,normal
2026-01-06 16:27:00,user_025,Operations,16,193,11.5,0,4,1,1,38,0,normal
2026-01-06 16:28:00,user_011,Operations,16,90,3.28,0,5,1,1,40,0,normal
2026-01-06 16:36:00,user_015,Finance,16,262,50.0,0,5,2,1,43,0,normal
2026-01-06 16:48:00,user_045,Operations,16,442,21.01,1,3,1,1,77,0,normal
2026-01-06 16:49:00,user_006,Finance,16,587,2287.3,0,9,5,1,42,1,data_exfiltration
2026-01-06 16:53:00,user_028,IT,16,168,3.79,2,1,0,1,19,0,normal
2026-01-06 16:56:00,user_034,Finance,16,107,32.57,0,1,1,1,63,0,normal
2026-01-06 17:25:00,user_013,IT,17,430,667.24,8,5,5,1,481,1,privilege_escalation
2026-01-06 17:44:00,user_050,Engineering,17,108,22.42,0,3,0,1,67,0,normal
2026-01-06 18:27:00,user_014,IT,18,57,7.17,0,3,2,1,15,0,normal
2026-01-06 19:24:00,user_047,IT,19,375,16.73,0,1,0,1,75,0,normal
2026-01-07 07:24:00,user_028,IT,7,192,3.24,0,2,1,1,80,0,normal
2026-01-07 08:46:00,user_038,Operations,8,385,46.22,0,3,1,1,31,0,normal
2026-01-07 08:58:00,user_003,HR,8,280,25.37,0,5,0,1,55,0,normal
2026-01-07 10:29:00,user_006,Finance,10,135,33.92,0,4,1,1,35,0,normal
2026-01-07 10:37:00,user_050,Engineering,10,419,25.98,0,3,1,1,8,0,normal
2026-01-07 11:11:00,user_014,IT,11,335,44.38,0,1,0,1,48,0,normal
2026-01-07 11:29:00,user_025,Operations,11,167,9.77,0,3,1,1,53,0,normal
2026-01-07 11:39:00,user_010,Engineering,11,377,10.27,0,1,0,1,33,0,normal
2026-01-07 12:28:00,user_022,Engineering,12,410,48.4,0,3,1,1,52,0,normal
2026-01-07 12:47:00,user_033,Finance,12,440,5.18,0,9,0,23,221,1,lateral_movement
2026-01-07 13:31:00,user_023,Operations,13,424,46.09,0,4,1,1,11,0,normal
2026-01-07 14:09:00,user_049,IT,14,104,38.4,0,4,2,1,48,0,normal
2026-01-07 15:20:00,user_027,HR,15,292,8.49,0,4,1,1,37,0,normal
2026-01-07 15:23:00,user_025,Operations,15,69,33.17,0,1,0,1,25,0,normal
2026-01-07 15:30:00,user_046,Engineering,15,430,19.98,0,1,1,1,10,0,normal
2026-01-07 15:33:00,user_004,Finance,15,149,30.94,0,1,0,1,54,0,normal
2026-01-07 16:09:00,user_007,IT,16,43,10.08,0,1,0,1,25,0,normal
2026-01-07 16:13:00,user_001,IT,16,246,8.67,0,5,2,1,31,0,normal
2026-01-07 17:23:00,user_029,Finance,17,391,46.64,0,9,0,13,407,1,lateral_movement
2026-01-07 17:27:00,user_022,Engineering,17,206,38.27,0,2,2,1,61,0,normal
2026-01-07 18:21:00,user_023,Operations,4,10,0.99,41,5,1,1,76,1,brute_force
2026-01-07 18:44:00,user_050,Engineering,18,429,36.18,0,1,0,1,26,0,normal
2026-01-08 08:19:00,user_036,IT,4,397,12.2,0,3,6,8,164,1,credential_abuse
2026-01-08 08:34:00,user_014,IT,8,218,47.82,0,1,1,1,70,0,normal
2026-01-08 09:18:00,user_002,IT,9,329,15.43,1,2,2,1,7,0,normal
2026-01-08 09:30:00,user_026,Engineering,9,93,39.53,0,1,0,1,44,0,normal
2026-01-08 10:05:00,user_019,IT,10,442,36.02,0,3,0,1,47,0,normal
2026-01-08 10:29:00,user_003,HR,10,400,26.94,1,3,1,1,24,0,normal
2026-01-08 10:36:00,user_001,IT,10,490,1808.46,1,9,5,1,45,1,data_exfiltration
2026-01-08 11:33:00,user_041,HR,11,310,12.36,2,5,1,1,67,0,normal
2026-01-08 11:53:00,user_046,Engineering,11,455,20.18,0,5,2,1,63,0,normal
2026-01-08 11:58:00,user_021,Finance,11,471,47.37,0,3,0,1,66,0,normal
2026-01-08 12:44:00,user_023,Operations,12,231,34.46,0,4,0,1,49,0,normal
2026-01-08 12:56:00,user_025,Operations,12,219,37.45,0,4,1,1,47,0,normal
2026-01-08 13:04:00,user_001,IT,13,463,43.95,0,3,2,1,53,0,normal
2026-01-08 13:36:00,user_038,Operations,13,173,8.86,0,5,2,1,12,0,normal
2026-01-08 13:46:00,user_026,Engineering,13,368,28.23,0,3,1,1,47,0,normal
2026-01-08 14:41:00,user_046,Engineering,14,95,2.77,0,2,0,1,29,0,normal
2026-01-08 14:42:00,user_018,Engineering,14,58,17.79,0,5,1,1,55,0,normal
2026-01-08 15:44:00,user_029,Finance,15,351,11.4,0,2,0,1,6,0,normal
2026-01-08 16:37:00,user_002,IT,16,273,5.61,0,3,2,1,52,0,normal
2026-01-08 16:46:00,user_048,Operations,16,471,9.51,0,5,2,1,63,0,normal
2026-01-08 17:17:00,user_018,Engineering,17,387,46.16,0,1,1,1,51,0,normal
2026-01-08 17:47:00,user_021,Finance,17,479,48.92,0,4,1,1,8,0,normal
2026-01-08 18:26:00,user_006,Finance,18,117,4.06,0,1,1,1,47,0,normal
2026-01-08 18:43:00,user_013,IT,18,89,2.38,0,5,2,1,13,0,normal
2026-01-08 19:28:00,user_035,HR,19,431,18.88,0,1,1,1,54,0,normal
2026-01-09 09:17:00,user_009,IT,9,249,20.97,0,2,0,1,33,0,normal
2026-01-09 09:39:00,user_005,Finance,9,289,43.62,0,4,2,1,43,0,normal
2026-01-09 09:48:00,user_027,HR,9,186,21.69,0,4,0,1,66,0,normal
2026-01-09 10:50:00,user_012,IT,10,372,48.94,0,2,1,1,80,0,normal
2026-01-09 11:04:00,user_012,IT,11,468,1860.83,0,10,5,1,36,1,data_exfiltration
2026-01-09 12:06:00,user_044,IT,12,368,4.99,0,1,0,1,53,0,normal
2026-01-09 12:11:00,user_015,Finance,12,232,47.77,0,1,0,1,79,0,normal
2026-01-09 13:05:00,user_001,IT,13,383,16.62,0,4,2,1,55,0,normal
2026-01-09 13:49:00,user_007,IT,13,120,45.44,0,3,1,1,79,0,normal
2026-01-09 16:16:00,user_011,Operations,16,30,5.82,0,5,2,1,59,0,normal
2026-01-09 16:22:00,user_030,Operations,16,27,456.88,6,4,7,1,426,1,privilege_escalation
2026-01-09 16:36:00,user_026,Engineering,16,402,22.51,1,5,1,1,26,0,normal
2026-01-09 17:43:00,user_028,IT,17,33,13.09,0,1,0,1,78,0,normal
2026-01-09 17:59:00,user_039,IT,17,36,24.72,0,3,1,1,8,0,normal
2026-01-09 19:02:00,user_049,IT,19,26,38.47,0,4,2,1,68,0,normal
2026-01-09 19:25:00,user_012,IT,19,16,35.89,0,3,0,1,29,0,normal
2026-01-10 08:24:00,user_027,HR,8,193,25.53,0,5,2,1,52,0,normal
2026-01-10 11:01:00,user_008,Engineering,11,219,13.88,1,4,1,1,67,0,normal
2026-01-10 11:32:00,user_032,HR,11,248,0.87,0,5,1,1,24,0,normal
2026-01-10 11:38:00,user_017,Engineering,11,325,49.21,0,4,1,1,78,0,normal
2026-01-10 12:03:00,user_009,IT,12,127,42.63,0,3,1,1,61,0,normal
2026-01-10 13:29:00,user_048,Operations,13,293,21.68,0,5,2,1,72,0,normal
2026-01-10 13:39:00,user_004,Finance,13,62,13.48,0,1,1,1,50,0,normal
2026-01-10 13:54:00,user_045,Operations,13,367,33.69,0,1,0,1,68,0,normal
2026-01-10 14:08:00,user_017,Engineering,14,25,38.92,0,5,1,1,68,0,normal
2026-01-10 14:15:00,user_044,IT,14,59,49.84,0,1,1,1,50,0,normal
2026-01-10 14:51:00,user_009,IT,14,369,36.51,0,1,0,1,74,0,normal
2026-01-10 15:27:00,user_047,IT,15,160,12.53,0,3,2,1,54,0,normal
2026-01-10 15:30:00,user_028,IT,15,421,8.79,0,5,1,1,30,0,normal
2026-01-10 16:33:00,user_032,HR,16,363,32.31,0,2,0,1,39,0,normal
2026-01-10 18:04:00,user_035,HR,18,162,49.87,0,2,0,1,60,0,normal
2026-01-10 18:12:00,user_024,Finance,18,143,15.21,0,3,2,1,40,0,normal
2026-01-10 19:41:00,user_049,IT,19,473,27.24,0,4,2,1,66,0,normal
2026-01-11 07:05:00,user_037,IT,7,409,28.88,0,1,0,1,78,0,normal
2026-01-11 08:02:00,user_014,IT,8,86,17.17,0,5,2,1,59,0,normal
2026-01-11 08:17:00,user_049,IT,8,57,8.92,0,5,2,1,27,0,normal
2026-01-11 08:18:00,user_043,HR,8,434,18.97,0,3,1,1,58,0,normal
2026-01-11 08:52:00,user_029,Finance,8,15,3.1,1,4,2,1,39,0,normal
2026-01-11 09:20:00,user_036,IT,9,322,36.84,0,4,1,1,61,0,normal
2026-01-11 10:57:00,user_035,HR,10,231,27.73,1,2,0,1,67,0,normal
2026-01-11 10:57:00,user_007,IT,10,323,377.87,8,1,5,1,415,1,privilege_escalation
2026-01-11 11:25:00,user_032,HR,0,469,2.43,0,4,5,7,341,1,credential_abuse
2026-01-11 12:34:00,user_037,IT,12,21,42.49,0,4,1,1,18,0,normal
2026-01-11 12:38:00,user_011,Operations,12,443,3.93,0,3,1,1,36,0,normal
2026-01-11 12:39:00,user_012,IT,12,440,29.94,0,5,1,1,55,0,normal
2026-01-11 13:04:00,user_024,Finance,13,31,34.8,0,1,0,1,53,0,normal
2026-01-11 13:34:00,user_010,Engineering,13,168,5.24,0,5,1,1,78,0,normal
2026-01-11 13:53:00,user_038,Operations,13,289,25.12,0,5,1,1,73,0,normal
2026-01-11 14:05:00,user_019,IT,14,414,49.17,0,2,1,1,61,0,normal
2026-01-11 14:08:00,user_040,HR,14,400,26.41,0,3,1,1,13,0,normal
2026-01-11 14:34:00,user_034,Finance,14,40,33.71,2,5,2,1,62,0,normal
2026-01-11 14:58:00,user_048,Operations,14,92,47.89,0,5,2,1,48,0,normal
2026-01-11 15:43:00,user_008,Engineering,15,240,11.55,0,5,2,1,50,0,normal
2026-01-11 16:34:00,user_035,HR,16,391,41.52,0,2,0,1,43,0,normal
2026-01-11 17:13:00,user_015,Finance,17,466,2.42,2,5,2,1,46,0,normal
2026-01-11 17:17:00,user_012,IT,17,282,15.21,0,5,2,1,36,0,normal
2026-01-11 18:12:00,user_030,Operations,18,437,27.3,0,2,1,1,15,0,normal
2026-01-12 08:45:00,user_050,Engineering,8,243,28.1,1,5,2,1,49,0,normal
2026-01-12 09:00:00,user_008,Engineering,9,470,0.21,0,2,1,1,71,0,normal
2026-01-12 09:10:00,user_038,Operations,9,394,11.94,0,1,0,1,51,0,normal
2026-01-12 09:34:00,user_002,IT,9,87,0.16,0,3,0,1,34,0,normal
2026-01-12 09:57:00,user_049,IT,9,398,46.67,0,3,0,1,34,0,normal
2026-01-12 10:29:00,user_027,HR,10,363,49.49,0,4,0,1,22,0,normal
2026-01-12 10:48:00,user_008,Engineering,10,236,15.35,0,2,1,1,12,0,normal
2026-01-12 10:56:00,user_015,Finance,10,350,16.49,0,2,1,1,59,0,normal
2026-01-12 11:00:00,user_003,HR,11,306,9.76,0,2,1,1,24,0,normal
2026-01-12 12:11:00,user_006,Finance,12,362,21.32,1,4,2,1,43,0,normal
2026-01-12 12:14:00,user_048,Operations,12,37,1.74,0,4,1,1,60,0,normal
2026-01-12 12:31:00,user_024,Finance,12,418,48.66,0,3,1,1,69,0,normal
2026-01-12 12:35:00,user_024,Finance,12,136,5.44,0,2,0,1,65,0,normal
2026-01-12 13:16:00,user_015,Finance,13,377,26.03,0,1,0,1,68,0,normal
2026-01-12 14:01:00,user_045,Operations,14,219,14.12,0,5,1,1,58,0,normal
2026-01-12 14:15:00,user_044,IT,14,406,47.96,0,1,0,1,57,0,normal
2026-01-12 14:22:00,user_005,Finance,14,45,46.74,0,1,0,1,65,0,normal
2026-01-12 14:23:00,user_016,Finance,14,129,16.16,0,4,1,1,45,0,normal
2026-01-12 14:27:00,user_045,Operations,14,21,45.26,0,4,1,1,52,0,normal
2026-01-12 16:03:00,user_024,Finance,16,212,25.26,0,5,2,1,40,0,normal
2026-01-12 17:04:00,user_037,IT,17,118,40.12,0,3,1,1,39,0,normal
2026-01-12 17:11:00,user_049,IT,17,87,37.9,0,3,1,1,52,0,normal
2026-01-12 18:29:00,user_037,IT,18,447,48.61,0,4,1,1,49,0,normal
2026-01-12 19:55:00,user_020,Engineering,19,254,44.47,0,1,1,1,44,0,normal
2026-01-13 08:50:00,user_046,Engineering,8,162,26.63,0,4,1,1,48,0,normal
2026-01-13 08:52:00,user_030,Operations,8,451,14.6,0,2,0,1,45,0,normal
2026-01-13 08:53:00,user_005,Finance,8,252,32.95,0,3,1,1,46,0,normal
2026-01-13 09:06:00,user_044,IT,9,248,0.13,1,4,1,1,30,0,normal
2026-01-13 10:09:00,user_014,IT,10,193,1.93,1,1,0,1,78,0,normal
2026-01-13 11:22:00,user_019,IT,11,97,35.62,0,3,1,1,27,0,normal
2026-01-13 11:36:00,user_025,Operations,11,360,26.72,0,5,1,1,29,0,normal
2026-01-13 11:42:00,user_049,IT,11,190,38.84,0,2,1,1,51,0,normal
2026-01-13 12:04:00,user_008,Engineering,12,420,40.64,0,3,1,1,26,0,normal
2026-01-13 12:14:00,user_047,IT,12,137,29.47,1,3,1,1,57,0,normal
2026-01-13 12:22:00,user_041,HR,12,425,27.21,0,2,0,1,13,0,normal
2026-01-13 13:18:00,user_024,Finance,13,95,46.65,0,2,1,1,9,0,normal
2026-01-13 13:21:00,user_047,IT,13,402,13.74,0,4,1,1,10,0,normal
2026-01-13 13:37:00,user_042,Engineering,13,279,24.61,1,1,0,1,42,0,normal
2026-01-13 14:18:00,user_028,IT,14,459,24.53,0,1,0,1,52,0,normal
2026-01-13 14:22:00,user_003,HR,14,254,37.38,1,1,0,1,72,0,normal
2026-01-13 15:10:00,user_021,Finance,4,3,1.51,31,1,0,1,5,1,brute_force
2026-01-13 15:37:00,user_008,Engineering,15,34,1.08,0,4,1,1,79,0,normal
2026-01-13 15:39:00,user_047,IT,15,50,10.71,0,5,2,1,6,0,normal
2026-01-13 15:54:00,user_016,Finance,15,283,26.92,0,5,1,1,47,0,normal
